date_id,region,generation,value
362,Austria,Other fossil fuel,528
363,Austria,Other fossil fuel,528
364,Austria,Other fossil fuel,528
365,Austria,Other fossil fuel,22
274,Austria,Other renewables,0
275,Austria,Other renewables,0
276,Austria,Other renewables,0
277,Austria,Other renewables,0
278,Austria,Other renewables,0
279,Austria,Other renewables,0
280,Austria,Other renewables,0
281,Austria,Other renewables,0
282,Austria,Other renewables,0
283,Austria,Other renewables,0
284,Austria,Other renewables,0
285,Austria,Other renewables,0
286,Austria,Other renewables,0
287,Austria,Other renewables,0
288,Austria,Other renewables,0
289,Austria,Other renewables,0
290,Austria,Other renewables,0
291,Austria,Other renewables,0
292,Austria,Other renewables,0
293,Austria,Other renewables,0
294,Austria,Other renewables,0
295,Austria,Other renewables,0
296,Austria,Other renewables,0
297,Austria,Other renewables,0
298,Austria,Other renewables,0
299,Austria,Other renewables,0
300,Austria,Other renewables,0
301,Austria,Other renewables,0
302,Austria,Other renewables,0
303,Austria,Other renewables,0
304,Austria,Other renewables,0
305,Austria,Other renewables,0
306,Austria,Other renewables,0
307,Austria,Other renewables,0
308,Austria,Other renewables,0
309,Austria,Other renewables,0
310,Austria,Other renewables,0
311,Austria,Other renewables,0
312,Austria,Other renewables,0
313,Austria,Other renewables,0
314,Austria,Other renewables,0
315,Austria,Other renewables,0
316,Austria,Other renewables,0
317,Austria,Other renewables,0
318,Austria,Other renewables,0
319,Austria,Other renewables,0
320,Austria,Other renewables,0
321,Austria,Other renewables,0
322,Austria,Other renewables,0
323,Austria,Other renewables,0
324,Austria,Other renewables,0
325,Austria,Other renewables,0
326,Austria,Other renewables,0
327,Austria,Other renewables,0
328,Austria,Other renewables,0
329,Austria,Other renewables,0
330,Austria,Other renewables,0
331,Austria,Other renewables,0
332,Austria,Other renewables,0
333,Austria,Other renewables,0
334,Austria,Other renewables,0
335,Austria,Other renewables,0
336,Austria,Other renewables,0
337,Austria,Other renewables,0
338,Austria,Other renewables,0
339,Austria,Other renewables,0
340,Austria,Other renewables,0
341,Austria,Other renewables,0
342,Austria,Other renewables,0
343,Austria,Other renewables,0
344,Austria,Other renewables,0
345,Austria,Other renewables,0
346,Austria,Other renewables,0
347,Austria,Other renewables,0
348,Austria,Other renewables,0
349,Austria,Other renewables,0
350,Austria,Other renewables,0
351,Austria,Other renewables,0
352,Austria,Other renewables,0
353,Austria,Other renewables,0
354,Austria,Other renewables,0
355,Austria,Other renewables,0
356,Austria,Other renewables,0
357,Austria,Other renewables,0
358,Austria,Other renewables,0
359,Austria,Other renewables,0
360,Austria,Other renewables,0
361,Austria,Other renewables,0
362,Austria,Other renewables,0
363,Austria,Other renewables,0
364,Austria,Other renewables,0
365,Austria,Other renewables,0
274,Austria,Pumped storage generation,669.75
275,Austria,Pumped storage generation,1428.75
276,Austria,Pumped storage generation,12049.25
277,Austria,Pumped storage generation,21658
278,Austria,Pumped storage generation,5108.75
279,Austria,Pumped storage generation,31537.75
280,Austria,Pumped storage generation,25305.75
281,Austria,Pumped storage generation,9587.75
282,Austria,Pumped storage generation,2506.75
283,Austria,Pumped storage generation,8884.5
284,Austria,Pumped storage generation,28636.75
285,Austria,Pumped storage generation,27381.5
286,Austria,Pumped storage generation,31342.5
287,Austria,Pumped storage generation,18182
288,Austria,Pumped storage generation,2174.25
289,Austria,Pumped storage generation,2599.25
290,Austria,Pumped storage generation,8777
291,Austria,Pumped storage generation,11975
292,Austria,Pumped storage generation,10299.25
293,Austria,Pumped storage generation,18510.5
294,Austria,Pumped storage generation,18756.25
295,Austria,Pumped storage generation,1134
296,Austria,Pumped storage generation,0
297,Austria,Pumped storage generation,11246.25
298,Austria,Pumped storage generation,10330.5
299,Austria,Pumped storage generation,13360.25
300,Austria,Pumped storage generation,24207.25
301,Austria,Pumped storage generation,14970.25
302,Austria,Pumped storage generation,7064.25
303,Austria,Pumped storage generation,15736
304,Austria,Pumped storage generation,33060.75
305,Austria,Pumped storage generation,6885.5
306,Austria,Pumped storage generation,19220
307,Austria,Pumped storage generation,16182.5
308,Austria,Pumped storage generation,17777.75
309,Austria,Pumped storage generation,1095.25
310,Austria,Pumped storage generation,3348.25
311,Austria,Pumped storage generation,8205.75
312,Austria,Pumped storage generation,6539.5
313,Austria,Pumped storage generation,23546.5
314,Austria,Pumped storage generation,23331
315,Austria,Pumped storage generation,9400
316,Austria,Pumped storage generation,7090.25
317,Austria,Pumped storage generation,3441.5
318,Austria,Pumped storage generation,18191.25
319,Austria,Pumped storage generation,11138.75
320,Austria,Pumped storage generation,12859.25
321,Austria,Pumped storage generation,4670.25
322,Austria,Pumped storage generation,12961.25
323,Austria,Pumped storage generation,576.5
324,Austria,Pumped storage generation,1121.5
325,Austria,Pumped storage generation,17826
326,Austria,Pumped storage generation,6595.75
327,Austria,Pumped storage generation,7312.75
328,Austria,Pumped storage generation,23044
329,Austria,Pumped storage generation,13735.5
330,Austria,Pumped storage generation,2253.5
331,Austria,Pumped storage generation,1552.75
332,Austria,Pumped storage generation,23277
333,Austria,Pumped storage generation,24607.75
334,Austria,Pumped storage generation,18817.25
335,Austria,Pumped storage generation,20416.5
336,Austria,Pumped storage generation,18406.25
337,Austria,Pumped storage generation,6581.75
338,Austria,Pumped storage generation,534.25
339,Austria,Pumped storage generation,23568
340,Austria,Pumped storage generation,20112.5
341,Austria,Pumped storage generation,18830.75
342,Austria,Pumped storage generation,23236
343,Austria,Pumped storage generation,26507.25
344,Austria,Pumped storage generation,2703
345,Austria,Pumped storage generation,1761.5
346,Austria,Pumped storage generation,20505
347,Austria,Pumped storage generation,24752.5
348,Austria,Pumped storage generation,22375.5
349,Austria,Pumped storage generation,24070.75
350,Austria,Pumped storage generation,23748.75
351,Austria,Pumped storage generation,5737
352,Austria,Pumped storage generation,9408
353,Austria,Pumped storage generation,4482.75
354,Austria,Pumped storage generation,19303.75
355,Austria,Pumped storage generation,12165.25
356,Austria,Pumped storage generation,13243.75
357,Austria,Pumped storage generation,9018
358,Austria,Pumped storage generation,10093.25
359,Austria,Pumped storage generation,710
360,Austria,Pumped storage generation,0
361,Austria,Pumped storage generation,13222
362,Austria,Pumped storage generation,3624.5
363,Austria,Pumped storage generation,11503
364,Austria,Pumped storage generation,17865.75
365,Austria,Pumped storage generation,0
274,Austria,Run-of-River Hydro,88032.5
275,Austria,Run-of-River Hydro,94532.75
276,Austria,Run-of-River Hydro,106639.75
277,Austria,Run-of-River Hydro,106599.5
278,Austria,Run-of-River Hydro,104635
279,Austria,Run-of-River Hydro,93587
280,Austria,Run-of-River Hydro,87462.75
281,Austria,Run-of-River Hydro,85583.5
282,Austria,Run-of-River Hydro,83383
283,Austria,Run-of-River Hydro,72338
284,Austria,Run-of-River Hydro,67182
285,Austria,Run-of-River Hydro,68765.75
286,Austria,Run-of-River Hydro,66212.5
287,Austria,Run-of-River Hydro,67876
288,Austria,Run-of-River Hydro,70039
289,Austria,Run-of-River Hydro,70575
290,Austria,Run-of-River Hydro,61661.5
291,Austria,Run-of-River Hydro,58771.25
292,Austria,Run-of-River Hydro,55886.75
293,Austria,Run-of-River Hydro,57882.75
294,Austria,Run-of-River Hydro,54132.75
295,Austria,Run-of-River Hydro,56845.75
296,Austria,Run-of-River Hydro,59982
297,Austria,Run-of-River Hydro,56329.5
298,Austria,Run-of-River Hydro,71744.5
299,Austria,Run-of-River Hydro,69767.5
300,Austria,Run-of-River Hydro,66944.5
301,Austria,Run-of-River Hydro,61887
302,Austria,Run-of-River Hydro,57881.75
303,Austria,Run-of-River Hydro,58533.75
304,Austria,Run-of-River Hydro,55654.5
305,Austria,Run-of-River Hydro,51728
306,Austria,Run-of-River Hydro,46222.5
307,Austria,Run-of-River Hydro,47863.5
308,Austria,Run-of-River Hydro,53787.75
309,Austria,Run-of-River Hydro,68159
310,Austria,Run-of-River Hydro,60703.5
311,Austria,Run-of-River Hydro,55380.333
312,Austria,Run-of-River Hydro,49085
313,Austria,Run-of-River Hydro,46731
314,Austria,Run-of-River Hydro,50430.25
315,Austria,Run-of-River Hydro,50671.5
316,Austria,Run-of-River Hydro,48686.75
317,Austria,Run-of-River Hydro,45844
318,Austria,Run-of-River Hydro,45226
319,Austria,Run-of-River Hydro,44098.75
320,Austria,Run-of-River Hydro,44295
321,Austria,Run-of-River Hydro,43917.25
322,Austria,Run-of-River Hydro,44249.25
323,Austria,Run-of-River Hydro,53083.75
324,Austria,Run-of-River Hydro,53651.25
325,Austria,Run-of-River Hydro,52510
326,Austria,Run-of-River Hydro,50026.75
327,Austria,Run-of-River Hydro,50952
328,Austria,Run-of-River Hydro,54885.75
329,Austria,Run-of-River Hydro,58380.25
330,Austria,Run-of-River Hydro,54814.25
331,Austria,Run-of-River Hydro,49286.25
332,Austria,Run-of-River Hydro,52205.75
333,Austria,Run-of-River Hydro,53836.5
334,Austria,Run-of-River Hydro,52374
335,Austria,Run-of-River Hydro,48596.75
336,Austria,Run-of-River Hydro,49237.25
337,Austria,Run-of-River Hydro,42769
338,Austria,Run-of-River Hydro,43927.25
339,Austria,Run-of-River Hydro,44176.75
340,Austria,Run-of-River Hydro,50648.75
341,Austria,Run-of-River Hydro,46213.25
342,Austria,Run-of-River Hydro,48454.75
343,Austria,Run-of-River Hydro,50925.25
344,Austria,Run-of-River Hydro,42752.5
345,Austria,Run-of-River Hydro,36875.25
346,Austria,Run-of-River Hydro,40210.75
347,Austria,Run-of-River Hydro,40700.25
348,Austria,Run-of-River Hydro,42777.25
349,Austria,Run-of-River Hydro,44138.25
350,Austria,Run-of-River Hydro,45639.5
351,Austria,Run-of-River Hydro,41501.5
352,Austria,Run-of-River Hydro,36958.5
353,Austria,Run-of-River Hydro,34543
354,Austria,Run-of-River Hydro,37759
355,Austria,Run-of-River Hydro,41047
356,Austria,Run-of-River Hydro,45017.75
357,Austria,Run-of-River Hydro,71707.5
358,Austria,Run-of-River Hydro,90948.5
359,Austria,Run-of-River Hydro,82263.75
360,Austria,Run-of-River Hydro,77693.5
361,Austria,Run-of-River Hydro,83522.5
362,Austria,Run-of-River Hydro,74085.25
363,Austria,Run-of-River Hydro,74389
364,Austria,Run-of-River Hydro,63711.75
365,Austria,Run-of-River Hydro,2192.75
274,Austria,Solar,1569
275,Austria,Solar,1114
276,Austria,Solar,1375
277,Austria,Solar,1756
278,Austria,Solar,1796
279,Austria,Solar,1720
280,Austria,Solar,1735
281,Austria,Solar,1380
282,Austria,Solar,1714
283,Austria,Solar,1397
284,Austria,Solar,1357
285,Austria,Solar,1180
286,Austria,Solar,1273
287,Austria,Solar,1230
288,Austria,Solar,940
289,Austria,Solar,1707
290,Austria,Solar,1399
291,Austria,Solar,1393
292,Austria,Solar,1082
293,Austria,Solar,1534
294,Austria,Solar,993
295,Austria,Solar,458
296,Austria,Solar,1489
297,Austria,Solar,848
298,Austria,Solar,2069
299,Austria,Solar,1251
300,Austria,Solar,1560
301,Austria,Solar,1461
302,Austria,Solar,1703
303,Austria,Solar,1674
304,Austria,Solar,1377
305,Austria,Solar,1679
306,Austria,Solar,1931
307,Austria,Solar,1645
308,Austria,Solar,240
309,Austria,Solar,916
310,Austria,Solar,1797
311,Austria,Solar,1846
312,Austria,Solar,1921
313,Austria,Solar,1297
314,Austria,Solar,842
315,Austria,Solar,1432
316,Austria,Solar,1582
317,Austria,Solar,1627
318,Austria,Solar,1564
319,Austria,Solar,1205
320,Austria,Solar,567
321,Austria,Solar,893
322,Austria,Solar,328
323,Austria,Solar,525
324,Austria,Solar,1137
325,Austria,Solar,1293
326,Austria,Solar,375
327,Austria,Solar,683
328,Austria,Solar,1166
329,Austria,Solar,1429
330,Austria,Solar,805
331,Austria,Solar,1136
332,Austria,Solar,638
333,Austria,Solar,478
334,Austria,Solar,630
335,Austria,Solar,746
336,Austria,Solar,507
337,Austria,Solar,600
338,Austria,Solar,438
339,Austria,Solar,409
340,Austria,Solar,747
341,Austria,Solar,673
342,Austria,Solar,719
343,Austria,Solar,413
344,Austria,Solar,418
345,Austria,Solar,646
346,Austria,Solar,784
347,Austria,Solar,878
348,Austria,Solar,688
349,Austria,Solar,624
350,Austria,Solar,421
351,Austria,Solar,832
352,Austria,Solar,1044
353,Austria,Solar,779
354,Austria,Solar,735
355,Austria,Solar,528
356,Austria,Solar,630
357,Austria,Solar,457
358,Austria,Solar,604
359,Austria,Solar,867
360,Austria,Solar,740
361,Austria,Solar,808
362,Austria,Solar,804
363,Austria,Solar,720
364,Austria,Solar,685
365,Austria,Solar,0
274,Austria,Wind offshore,0
275,Austria,Wind offshore,0
276,Austria,Wind offshore,0
277,Austria,Wind offshore,0
278,Austria,Wind offshore,0
279,Austria,Wind offshore,0
280,Austria,Wind offshore,0
281,Austria,Wind offshore,0
282,Austria,Wind offshore,0
283,Austria,Wind offshore,0
284,Austria,Wind offshore,0
285,Austria,Wind offshore,0
286,Austria,Wind offshore,0
287,Austria,Wind offshore,0
288,Austria,Wind offshore,0
289,Austria,Wind offshore,0
290,Austria,Wind offshore,0
291,Austria,Wind offshore,0
292,Austria,Wind offshore,0
293,Austria,Wind offshore,0
294,Austria,Wind offshore,0
295,Austria,Wind offshore,0
296,Austria,Wind offshore,0
297,Austria,Wind offshore,0
298,Austria,Wind offshore,0
299,Austria,Wind offshore,0
300,Austria,Wind offshore,0
301,Austria,Wind offshore,0
302,Austria,Wind offshore,0
303,Austria,Wind offshore,0
304,Austria,Wind offshore,0
305,Austria,Wind offshore,0
306,Austria,Wind offshore,0
307,Austria,Wind offshore,0
308,Austria,Wind offshore,0
309,Austria,Wind offshore,0
310,Austria,Wind offshore,0
311,Austria,Wind offshore,0
312,Austria,Wind offshore,0
313,Austria,Wind offshore,0
314,Austria,Wind offshore,0
315,Austria,Wind offshore,0
316,Austria,Wind offshore,0
317,Austria,Wind offshore,0
318,Austria,Wind offshore,0
319,Austria,Wind offshore,0
320,Austria,Wind offshore,0
321,Austria,Wind offshore,0
322,Austria,Wind offshore,0
323,Austria,Wind offshore,0
324,Austria,Wind offshore,0
325,Austria,Wind offshore,0
326,Austria,Wind offshore,0
327,Austria,Wind offshore,0
328,Austria,Wind offshore,0
329,Austria,Wind offshore,0
330,Austria,Wind offshore,0
331,Austria,Wind offshore,0
332,Austria,Wind offshore,0
333,Austria,Wind offshore,0
334,Austria,Wind offshore,0
335,Austria,Wind offshore,0
336,Austria,Wind offshore,0
337,Austria,Wind offshore,0
338,Austria,Wind offshore,0
339,Austria,Wind offshore,0
340,Austria,Wind offshore,0
341,Austria,Wind offshore,0
342,Austria,Wind offshore,0
343,Austria,Wind offshore,0
344,Austria,Wind offshore,0
345,Austria,Wind offshore,0
346,Austria,Wind offshore,0
347,Austria,Wind offshore,0
348,Austria,Wind offshore,0
349,Austria,Wind offshore,0
350,Austria,Wind offshore,0
351,Austria,Wind offshore,0
352,Austria,Wind offshore,0
353,Austria,Wind offshore,0
354,Austria,Wind offshore,0
355,Austria,Wind offshore,0
356,Austria,Wind offshore,0
357,Austria,Wind offshore,0
358,Austria,Wind offshore,0
359,Austria,Wind offshore,0
360,Austria,Wind offshore,0
361,Austria,Wind offshore,0
362,Austria,Wind offshore,0
363,Austria,Wind offshore,0
364,Austria,Wind offshore,0
365,Austria,Wind offshore,0
274,Austria,Wind onshore,13644
275,Austria,Wind onshore,36547
276,Austria,Wind onshore,58337
277,Austria,Wind onshore,19497
278,Austria,Wind onshore,25707
279,Austria,Wind onshore,4117
280,Austria,Wind onshore,21514
281,Austria,Wind onshore,7903
282,Austria,Wind onshore,15171
283,Austria,Wind onshore,31052
284,Austria,Wind onshore,4583
285,Austria,Wind onshore,2585
286,Austria,Wind onshore,1366
287,Austria,Wind onshore,6244
288,Austria,Wind onshore,25800
289,Austria,Wind onshore,18143
290,Austria,Wind onshore,39190
291,Austria,Wind onshore,14080
292,Austria,Wind onshore,24594
293,Austria,Wind onshore,25587
294,Austria,Wind onshore,31155
295,Austria,Wind onshore,7385
296,Austria,Wind onshore,6329
297,Austria,Wind onshore,4562
298,Austria,Wind onshore,10285
299,Austria,Wind onshore,789
300,Austria,Wind onshore,1364
301,Austria,Wind onshore,2920
302,Austria,Wind onshore,1378
303,Austria,Wind onshore,119
304,Austria,Wind onshore,3900
305,Austria,Wind onshore,4807
306,Austria,Wind onshore,8945
307,Austria,Wind onshore,28761
308,Austria,Wind onshore,31133
309,Austria,Wind onshore,50483
310,Austria,Wind onshore,20489
311,Austria,Wind onshore,7340.667
312,Austria,Wind onshore,13063
313,Austria,Wind onshore,5043
314,Austria,Wind onshore,10036
315,Austria,Wind onshore,3102
316,Austria,Wind onshore,7549
317,Austria,Wind onshore,11821
318,Austria,Wind onshore,21409
319,Austria,Wind onshore,6639
320,Austria,Wind onshore,2408
321,Austria,Wind onshore,1080
322,Austria,Wind onshore,12133
323,Austria,Wind onshore,5427
324,Austria,Wind onshore,2436
325,Austria,Wind onshore,10038
326,Austria,Wind onshore,24259
327,Austria,Wind onshore,23020
328,Austria,Wind onshore,20908
329,Austria,Wind onshore,4366
330,Austria,Wind onshore,23823
331,Austria,Wind onshore,8589
332,Austria,Wind onshore,47203
333,Austria,Wind onshore,20863
334,Austria,Wind onshore,3806
335,Austria,Wind onshore,7763
336,Austria,Wind onshore,8039
337,Austria,Wind onshore,34391
338,Austria,Wind onshore,33071
339,Austria,Wind onshore,24782
340,Austria,Wind onshore,22285
341,Austria,Wind onshore,17043
342,Austria,Wind onshore,8416
343,Austria,Wind onshore,10765
344,Austria,Wind onshore,39143
345,Austria,Wind onshore,57379
346,Austria,Wind onshore,34774
347,Austria,Wind onshore,10428
348,Austria,Wind onshore,44210
349,Austria,Wind onshore,2683
350,Austria,Wind onshore,17697
351,Austria,Wind onshore,43745
352,Austria,Wind onshore,10712
353,Austria,Wind onshore,59057
354,Austria,Wind onshore,16672
355,Austria,Wind onshore,567
356,Austria,Wind onshore,10660
357,Austria,Wind onshore,9251
358,Austria,Wind onshore,33322
359,Austria,Wind onshore,15369
360,Austria,Wind onshore,10816
361,Austria,Wind onshore,37561
362,Austria,Wind onshore,24959
363,Austria,Wind onshore,17271
364,Austria,Wind onshore,8956
365,Austria,Wind onshore,333
274,Denmark,Biomass,564
275,Denmark,Biomass,548
276,Denmark,Biomass,8499
277,Denmark,Biomass,10612
278,Denmark,Biomass,483
279,Denmark,Biomass,472
280,Denmark,Biomass,451
281,Denmark,Biomass,882
282,Denmark,Biomass,5193
283,Denmark,Biomass,4037
284,Denmark,Biomass,8846
285,Denmark,Biomass,16112
286,Denmark,Biomass,15766
287,Denmark,Biomass,13854
288,Denmark,Biomass,3798
289,Denmark,Biomass,2652
290,Denmark,Biomass,3844
291,Denmark,Biomass,5140
292,Denmark,Biomass,4722
293,Denmark,Biomass,7226
294,Denmark,Biomass,11897
295,Denmark,Biomass,5968
296,Denmark,Biomass,5040
297,Denmark,Biomass,4538
298,Denmark,Biomass,4904
299,Denmark,Biomass,4789
300,Denmark,Biomass,5242
301,Denmark,Biomass,5752
302,Denmark,Biomass,5815
303,Denmark,Biomass,5830
304,Denmark,Biomass,5997
305,Denmark,Biomass,4229
306,Denmark,Biomass,4280
307,Denmark,Biomass,5861
308,Denmark,Biomass,8786
309,Denmark,Biomass,9043
310,Denmark,Biomass,7809
311,Denmark,Biomass,7501
312,Denmark,Biomass,8065
313,Denmark,Biomass,7057
314,Denmark,Biomass,7102
315,Denmark,Biomass,2566
316,Denmark,Biomass,11943
317,Denmark,Biomass,9232
318,Denmark,Biomass,6943
319,Denmark,Biomass,6723
320,Denmark,Biomass,7726
321,Denmark,Biomass,5941
322,Denmark,Biomass,7579
323,Denmark,Biomass,12192
324,Denmark,Biomass,18828
325,Denmark,Biomass,21726
326,Denmark,Biomass,18801
327,Denmark,Biomass,20438
328,Denmark,Biomass,19629
329,Denmark,Biomass,21119
330,Denmark,Biomass,23262
331,Denmark,Biomass,14078
332,Denmark,Biomass,11660
333,Denmark,Biomass,16832
334,Denmark,Biomass,20983
335,Denmark,Biomass,24416
336,Denmark,Biomass,20709
337,Denmark,Biomass,21131
338,Denmark,Biomass,19724
339,Denmark,Biomass,21108
340,Denmark,Biomass,23447
341,Denmark,Biomass,20078
342,Denmark,Biomass,21591
343,Denmark,Biomass,22178
344,Denmark,Biomass,22088
345,Denmark,Biomass,19164
346,Denmark,Biomass,20803
347,Denmark,Biomass,16373
348,Denmark,Biomass,20266
349,Denmark,Biomass,21938
350,Denmark,Biomass,22145
351,Denmark,Biomass,17322
352,Denmark,Biomass,17300
353,Denmark,Biomass,17510
354,Denmark,Biomass,16967
355,Denmark,Biomass,18272
356,Denmark,Biomass,18863
357,Denmark,Biomass,17539
358,Denmark,Biomass,16185
359,Denmark,Biomass,13999
360,Denmark,Biomass,10180
361,Denmark,Biomass,13268
362,Denmark,Biomass,12813
363,Denmark,Biomass,9163
364,Denmark,Biomass,9995
365,Denmark,Biomass,227
274,Denmark,Dam Hydro,0
275,Denmark,Dam Hydro,0
276,Denmark,Dam Hydro,0
277,Denmark,Dam Hydro,0
278,Denmark,Dam Hydro,0
279,Denmark,Dam Hydro,0
280,Denmark,Dam Hydro,0
281,Denmark,Dam Hydro,0
282,Denmark,Dam Hydro,0
283,Denmark,Dam Hydro,0
284,Denmark,Dam Hydro,0
285,Denmark,Dam Hydro,0
286,Denmark,Dam Hydro,0
287,Denmark,Dam Hydro,0
288,Denmark,Dam Hydro,0
289,Denmark,Dam Hydro,0
290,Denmark,Dam Hydro,0
291,Denmark,Dam Hydro,0
292,Denmark,Dam Hydro,0
293,Denmark,Dam Hydro,0
294,Denmark,Dam Hydro,0
295,Denmark,Dam Hydro,0
296,Denmark,Dam Hydro,0
297,Denmark,Dam Hydro,0
298,Denmark,Dam Hydro,0
299,Denmark,Dam Hydro,0
300,Denmark,Dam Hydro,0
301,Denmark,Dam Hydro,0
302,Denmark,Dam Hydro,0
303,Denmark,Dam Hydro,0
304,Denmark,Dam Hydro,0
305,Denmark,Dam Hydro,0
306,Denmark,Dam Hydro,0
307,Denmark,Dam Hydro,0
308,Denmark,Dam Hydro,0
309,Denmark,Dam Hydro,0
310,Denmark,Dam Hydro,0
311,Denmark,Dam Hydro,0
312,Denmark,Dam Hydro,0
313,Denmark,Dam Hydro,0
314,Denmark,Dam Hydro,0
315,Denmark,Dam Hydro,0
316,Denmark,Dam Hydro,0
317,Denmark,Dam Hydro,0
318,Denmark,Dam Hydro,0
319,Denmark,Dam Hydro,0
320,Denmark,Dam Hydro,0
321,Denmark,Dam Hydro,0
322,Denmark,Dam Hydro,0
323,Denmark,Dam Hydro,0
324,Denmark,Dam Hydro,0
325,Denmark,Dam Hydro,0
326,Denmark,Dam Hydro,0
327,Denmark,Dam Hydro,0
328,Denmark,Dam Hydro,0
329,Denmark,Dam Hydro,0
330,Denmark,Dam Hydro,0
331,Denmark,Dam Hydro,0
332,Denmark,Dam Hydro,0
333,Denmark,Dam Hydro,0
334,Denmark,Dam Hydro,0
335,Denmark,Dam Hydro,0
336,Denmark,Dam Hydro,0
337,Denmark,Dam Hydro,0
338,Denmark,Dam Hydro,0
339,Denmark,Dam Hydro,0
340,Denmark,Dam Hydro,0
341,Denmark,Dam Hydro,0
342,Denmark,Dam Hydro,0
343,Denmark,Dam Hydro,0
344,Denmark,Dam Hydro,0
345,Denmark,Dam Hydro,0
346,Denmark,Dam Hydro,0
347,Denmark,Dam Hydro,0
348,Denmark,Dam Hydro,0
349,Denmark,Dam Hydro,0
350,Denmark,Dam Hydro,0
351,Denmark,Dam Hydro,0
352,Denmark,Dam Hydro,0
353,Denmark,Dam Hydro,0
354,Denmark,Dam Hydro,0
355,Denmark,Dam Hydro,0
356,Denmark,Dam Hydro,0
357,Denmark,Dam Hydro,0
358,Denmark,Dam Hydro,0
359,Denmark,Dam Hydro,0
360,Denmark,Dam Hydro,0
361,Denmark,Dam Hydro,0
362,Denmark,Dam Hydro,0
363,Denmark,Dam Hydro,0
364,Denmark,Dam Hydro,0
365,Denmark,Dam Hydro,0
274,Denmark,Geothermal,0
275,Denmark,Geothermal,0
276,Denmark,Geothermal,0
277,Denmark,Geothermal,0
278,Denmark,Geothermal,0
279,Denmark,Geothermal,0
280,Denmark,Geothermal,0
281,Denmark,Geothermal,0
282,Denmark,Geothermal,0
283,Denmark,Geothermal,0
284,Denmark,Geothermal,0
285,Denmark,Geothermal,0
286,Denmark,Geothermal,0
287,Denmark,Geothermal,0
288,Denmark,Geothermal,0
289,Denmark,Geothermal,0
290,Denmark,Geothermal,0
291,Denmark,Geothermal,0
292,Denmark,Geothermal,0
293,Denmark,Geothermal,0
294,Denmark,Geothermal,0
295,Denmark,Geothermal,0
296,Denmark,Geothermal,0
297,Denmark,Geothermal,0
298,Denmark,Geothermal,0
299,Denmark,Geothermal,0
300,Denmark,Geothermal,0
301,Denmark,Geothermal,0
302,Denmark,Geothermal,0
303,Denmark,Geothermal,0
304,Denmark,Geothermal,0
305,Denmark,Geothermal,0
306,Denmark,Geothermal,0
307,Denmark,Geothermal,0
308,Denmark,Geothermal,0
309,Denmark,Geothermal,0
310,Denmark,Geothermal,0
311,Denmark,Geothermal,0
312,Denmark,Geothermal,0
313,Denmark,Geothermal,0
314,Denmark,Geothermal,0
315,Denmark,Geothermal,0
316,Denmark,Geothermal,0
317,Denmark,Geothermal,0
318,Denmark,Geothermal,0
319,Denmark,Geothermal,0
320,Denmark,Geothermal,0
321,Denmark,Geothermal,0
322,Denmark,Geothermal,0
323,Denmark,Geothermal,0
324,Denmark,Geothermal,0
325,Denmark,Geothermal,0
326,Denmark,Geothermal,0
327,Denmark,Geothermal,0
328,Denmark,Geothermal,0
329,Denmark,Geothermal,0
330,Denmark,Geothermal,0
331,Denmark,Geothermal,0
332,Denmark,Geothermal,0
333,Denmark,Geothermal,0
334,Denmark,Geothermal,0
335,Denmark,Geothermal,0
336,Denmark,Geothermal,0
337,Denmark,Geothermal,0
338,Denmark,Geothermal,0
339,Denmark,Geothermal,0
340,Denmark,Geothermal,0
341,Denmark,Geothermal,0
342,Denmark,Geothermal,0
343,Denmark,Geothermal,0
344,Denmark,Geothermal,0
345,Denmark,Geothermal,0
346,Denmark,Geothermal,0
347,Denmark,Geothermal,0
348,Denmark,Geothermal,0
349,Denmark,Geothermal,0
350,Denmark,Geothermal,0
351,Denmark,Geothermal,0
352,Denmark,Geothermal,0
353,Denmark,Geothermal,0
354,Denmark,Geothermal,0
355,Denmark,Geothermal,0
356,Denmark,Geothermal,0
357,Denmark,Geothermal,0
358,Denmark,Geothermal,0
359,Denmark,Geothermal,0
360,Denmark,Geothermal,0
361,Denmark,Geothermal,0
362,Denmark,Geothermal,0
363,Denmark,Geothermal,0
364,Denmark,Geothermal,0
365,Denmark,Geothermal,0
274,Denmark,Hard Coal,6476
275,Denmark,Hard Coal,7145
276,Denmark,Hard Coal,9347
277,Denmark,Hard Coal,9505
278,Denmark,Hard Coal,7199
279,Denmark,Hard Coal,5517
280,Denmark,Hard Coal,5896
281,Denmark,Hard Coal,7071
282,Denmark,Hard Coal,4226
283,Denmark,Hard Coal,9874
284,Denmark,Hard Coal,12660
285,Denmark,Hard Coal,13483
286,Denmark,Hard Coal,13942
287,Denmark,Hard Coal,12799
288,Denmark,Hard Coal,8642
289,Denmark,Hard Coal,6703
290,Denmark,Hard Coal,9148
291,Denmark,Hard Coal,10455
292,Denmark,Hard Coal,10904
293,Denmark,Hard Coal,9396
294,Denmark,Hard Coal,10737
295,Denmark,Hard Coal,4451
296,Denmark,Hard Coal,4314
297,Denmark,Hard Coal,3883
298,Denmark,Hard Coal,5345
299,Denmark,Hard Coal,9042
300,Denmark,Hard Coal,7151
301,Denmark,Hard Coal,5561
302,Denmark,Hard Coal,5265
303,Denmark,Hard Coal,4122
304,Denmark,Hard Coal,4081
305,Denmark,Hard Coal,4519
